timestamp,accX,accY,accZ
16:00:16.353,-0.55154562,9.6505527,2.2076781
16:00:16.494,-0.4869394,9.7247305,1.8631115
16:00:16.627,-0.66879392,9.8132648,1.7482561
16:00:16.767,-0.55393845,9.6553383,1.4012967
16:00:16.893,-1.6139588,9.2629156,0.68105716
16:00:17.025,-3.5641093,11.167603,5.9261246
16:00:17.146,-10.247263,9.7247305,6.3137617
16:00:17.278,-2.7098715,5.6090755,0.47766721
16:00:17.401,8.3760757,5.7287164,9.6732845
16:00:17.517,4.1192441,8.102397,6.7588267
16:00:17.645,2.0135603,8.2722874,5.3685966
16:00:17.779,0.85304129,8.7532444,5.8926249
16:00:17.889,0.78843504,8.6934242,5.1939206
16:00:17.992,5.5094743,8.3799639,7.6345997
16:00:18.124,3.7627137,6.9299135,2.7245276
16:00:18.246,1.6283158,7.2673016,3.1552358
16:00:18.369,-2.2073789,9.0475616,2.4589243
16:00:18.491,-4.0737805,8.8178501,2.5019951
16:00:18.617,-8.7972126,8.1478605,0.1689931
16:00:18.738,-5.2055855,9.8850498,2.449353
16:00:18.875,-3.2458639,9.033205,0.26709881
16:00:18.992,-2.1810579,9.3179502,0.78155571
16:00:19.117,-2.6237299,9.392128,-0.022432713
16:00:19.241,-2.4753749,9.3227358,0.21924238
16:00:19.375,-2.5136602,9.4686985,0.20727827
16:00:19.524,-3.0999017,9.4710913,0.030209387
16:00:19.632,-2.6213372,9.5261259,0.013459628
16:00:19.772,-2.5806592,9.5189476,0.55423754
16:00:19.923,-2.8223343,9.4040918,-0.065503523
16:00:20.049,-2.2648067,9.4854479,0.37716866
16:00:20.181,-2.7361927,9.4567347,0.14027923
16:00:20.305,-2.4442682,9.5309114,-0.089431748
16:00:20.442,-2.6739793,9.4998055,0.020638095
16:00:20.570,-2.5734808,9.504591,0.085244305
16:00:20.698,-2.3748765,9.473484,0.32213375
16:00:20.831,-2.4011974,9.4016991,-0.12293126
16:00:20.983,-2.4131618,9.5404825,0.11395818
16:00:21.130,-2.5639095,9.4974117,-0.18275183
16:00:21.267,-2.8582265,9.4782696,0.39870408
16:00:21.399,-2.3294129,9.4591274,-0.18275183
16:00:21.528,-16.681562,10.35165,3.8108692
16:00:21.681,-8.0386877,8.6886377,-2.2381866
16:00:21.805,9.6275215,4.8457651,8.3811607
16:00:21.925,7.6247292,6.0230336,4.0405803
16:00:22.051,3.8823547,8.3775711,1.6525432
16:00:22.167,3.8129628,8.8130646,2.5426731
16:00:22.294,3.0233314,9.3107719,2.3991039
16:00:22.401,2.6117659,9.4160566,3.1743784
16:00:22.517,3.0448668,9.2270231,3.0403802
16:00:22.640,3.5736806,9.2365942,2.3895326
16:00:22.766,3.4660037,9.1983089,2.3129623
16:00:22.897,5.5501523,8.1287174,1.9588244
16:00:23.032,1.8580267,6.9131637,-0.20668006
16:00:23.167,-1.7312071,8.6503534,2.4254248
16:00:23.287,-1.774278,11.311172,2.3321047
16:00:23.412,-0.74057859,10.837393,1.2098709
16:00:23.533,-0.81236327,10.404292,-3.1139596
16:00:23.666,-0.70229346,10.768001,2.0234306
16:00:23.790,-0.94636136,9.8922281,-0.20907287
16:00:23.917,-1.0683953,9.6409817,-0.56560344
16:00:24.057,-1.0731809,9.7414799,-0.38853458
16:00:24.177,-1.0037891,9.9257278,0.14506488
16:00:24.303,-1.0588241,9.904192,-0.45074797
16:00:24.431,-1.0779666,9.7223377,-0.19710876
16:00:24.552,-1.3076776,9.801301,0.18813568
16:00:24.705,-1.2000005,9.8898354,-0.1372882
16:00:24.838,-1.0133604,9.729516,-0.33349967
16:00:24.944,-1.2095718,9.7654085,-0.4316054
16:00:25.067,-1.2813566,9.6673021,-0.38135612
16:00:25.192,-1.1832508,9.8060865,-0.41964126
16:00:25.329,-1.2550355,9.7773724,-0.27607191
16:00:25.453,-1.2023934,9.9209414,0.17617157
16:00:25.582,-1.0109676,9.9640121,-0.48185465
16:00:25.721,-1.0372887,9.8108721,0.056530435
16:00:25.845,-1.1138589,9.7127666,0.53509498
16:00:25.967,-1.0468599,9.9927263,0.03260221
16:00:26.067,-0.92721879,10.021441,-0.10857433
16:00:26.191,-0.28354949,9.8300142,-0.77138621
16:00:26.320,-0.41994038,9.6433744,-0.13489537
16:00:26.439,-0.84346998,9.8850498,-0.56081778
16:00:26.568,0.46061835,9.8539429,0.044566322
16:00:26.692,-0.51086766,9.9185486,-1.8266209
16:00:26.833,4.3872404,8.695817,-4.1691942
16:00:26.972,-1.6450655,8.7077808,4.1458645
16:00:27.103,-5.2558351,8.1550388,7.0555367
16:00:27.218,1.5182459,7.0160551,4.1793637
16:00:27.339,-3.0879376,8.3129654,4.5646081
16:00:27.451,-0.28833511,8.7891369,5.174778
16:00:27.567,-0.34576288,9.6553383,4.4353957
16:00:27.690,0.52043891,7.9851484,6.3329043
16:00:27.823,-0.29072794,8.3177509,4.3707895
16:00:27.945,-0.38883367,8.4541416,4.0142589
16:00:28.052,-0.49411789,8.5618181,4.3013978
16:00:28.234,0.16151553,8.7006025,4.1961136
16:00:28.371,-0.056231331,8.439785,4.6579285
16:00:28.485,-1.0013963,7.8176508,4.8732824
16:00:28.605,0.64965135,8.1598244,7.282855
16:00:28.705,1.3076776,8.8369932,3.2772696
16:00:28.846,-2.0949163,9.4040918,4.0812583
16:00:28.973,0.61854464,8.7580299,4.7177491
16:00:29.091,1.5373886,8.6814594,6.6535425
16:00:29.193,1.3866407,8.2938223,4.9809594
16:00:29.320,0.95353985,8.5402832,4.7775693
16:00:29.434,1.0420742,8.5546398,5.0144591
16:00:29.538,0.89850491,8.5570326,5.1388855
16:00:29.642,0.92243314,8.3057861,4.8948178
16:00:29.767,0.76689965,8.942277,4.1985064
16:00:29.890,1.6067804,8.5450687,4.8996034
16:00:30.019,1.2981063,8.4517488,4.918746
16:00:30.137,1.2167503,8.4230347,4.8254261
16:00:30.255,1.6354942,8.5761757,4.4258246
16:00:30.367,1.9345971,8.5857468,5.0910292
16:00:30.478,1.4177474,9.1576309,4.3396831
16:00:30.593,1.2693924,8.5091763,5.2010989
16:00:30.706,1.0779666,8.4661055,4.8158545
16:00:30.818,0.64965135,8.2124662,5.1460643
16:00:30.937,0.55633128,8.0449686,5.471488
16:00:31.060,0.2955136,8.0928249,5.6988063
16:00:31.182,0.54436713,8.1287174,5.4092746
16:00:31.309,0.40797627,7.999505,5.6461639
16:00:31.420,0.60897338,8.1000042,5.5073805
16:00:31.531,0.76689965,8.0952177,5.4667025
16:00:31.656,0.82911307,8.2986078,5.3398829
16:00:31.768,0.61136621,8.3081789,5.0886364
16:00:31.886,0.69511497,8.2076807,5.394918
16:00:32.005,0.70707911,8.3560362,5.2800622
16:00:32.117,0.38165522,8.1526461,5.2441697
16:00:32.234,0.72622168,8.3057861,5.4164534
16:00:32.392,0.58743799,8.2340021,5.3685966
16:00:32.517,0.52761739,8.1957169,5.2537413
16:00:32.639,0.67118675,8.3081789,5.3374901
16:00:32.744,0.59461641,8.2100735,5.3063831
16:00:32.885,0.50847483,8.1670027,5.5025949
16:00:33.003,0.4103691,8.2507515,5.2489557
16:00:33.149,0.4103691,8.3057861,5.282455
16:00:33.267,0.32662028,8.2292166,5.1939206
16:00:33.391,0.51086766,8.3321075,5.2848477
16:00:33.509,0.40558344,8.2986078,5.2704911
16:00:33.635,0.33379877,8.3010006,5.1508498
16:00:33.746,0.48454657,8.3201437,5.2633123
16:00:33.897,0.4103691,8.3392859,5.3087759
16:00:34.017,0.36251262,8.2794657,5.2345986
16:00:34.152,0.48215377,8.2675009,5.2513485
16:00:34.273,-0.66879392,8.2028952,2.4565315
16:00:34.391,-0.47736812,4.7859445,9.4746799
16:00:34.531,8.0530443,9.6768742,16.717754
16:00:34.668,1.4560326,4.49402,4.9833522
16:00:34.771,-0.99421781,3.173182,-3.0014968
16:00:34.886,-0.82193458,2.3404796,-2.1831515
16:00:34.992,-3.9302113,2.2663021,-3.7241294
16:00:35.111,-1.2813566,6.2001028,3.8204405
16:00:35.247,5.4855461,12.567404,14.961423
16:00:35.367,3.2291141,9.1983089,7.3761749
16:00:35.501,-0.077766739,6.1570315,8.6132641
16:00:35.629,3.9302113,8.5546398,6.8641109
16:00:35.753,4.2293139,8.4254274,2.8298118
16:00:35.895,0.79561353,7.8726854,2.935096
16:00:36.019,1.0923235,8.0904322,4.2056847
16:00:36.143,2.8151557,8.3249292,5.6102719
16:00:36.267,3.9852462,7.2433734,9.3335037
16:00:36.612,2.4562325,8.2100735,4.6603212
16:00:36.728,2.1355941,8.3321075,5.1293144
16:00:36.859,2.2791636,8.1550388,4.9689951
16:00:36.992,2.4969103,8.0856466,5.0048876
16:00:37.125,2.4011974,8.0808611,5.1628141
16:00:37.259,2.5112674,8.0928249,5.1221361
16:00:37.395,2.4275186,8.0569334,5.0551372
16:00:37.535,2.2456641,8.0928249,5.0336018
16:00:37.671,2.5639095,8.030612,5.0312085
16:00:37.788,2.3868406,7.7721872,4.6268215
16:00:37.917,2.1284158,7.6836524,5.8950176
16:00:38.044,0.55154562,6.2455664,5.7634125
16:00:38.174,0.59940207,2.8453653,8.2160559
16:00:38.300,-1.1641082,1.2326027,10.582558
16:00:38.424,-2.0685952,0.83060855,10.702198
16:00:38.545,-2.1188445,0.84017986,9.52493
16:00:38.656,-0.43908295,0.75882387,9.9795656
16:00:38.785,-1.0372887,0.12233306,10.010673
16:00:38.964,0.084945202,0.43100718,9.9173527
16:00:39.084,0.08015956,0.44297129,9.82164
16:00:39.215,0.072981089,0.43818563,9.7642117
16:00:39.345,0.082552381,0.45254257,9.8407822
16:00:39.471,0.063409798,0.43818563,9.7929258
16:00:39.605,0.070588268,0.43340001,9.8024969
16:00:39.746,0.082552381,0.44775695,9.7426767
16:00:39.894,0.082552381,0.474078,9.7570333
16:00:40.017,0.077766739,0.45732823,9.8001041
16:00:40.138,0.070588268,0.43818563,9.7857475
16:00:40.239,0.089730851,0.45254257,9.8072824
16:00:40.367,0.077766739,0.46211389,9.8024969
16:00:40.494,0.07537391,0.44536412,9.8096752
16:00:40.610,0.068195447,0.44297129,9.8048897
16:00:40.740,0.07537391,0.43579283,9.8072824
16:00:40.874,0.068195447,0.44536412,9.7929258
16:00:41.014,0.070588268,0.44057846,9.8072824
16:21:07.148,0.017946171,0.45014977,9.780962
16:21:07.278,0.010767702,0.44297129,9.780962
16:21:07.390,0.034695927,0.45972106,9.7977114
16:21:07.513,0.022731815,0.44057846,9.7857475
16:21:07.635,0.022731815,0.44775695,9.8024969
16:21:07.769,0.022731815,0.46929234,9.7953186
16:21:07.948,0.029910283,0.43340001,9.8048897
16:21:08.093,0.034695927,0.46929234,9.8168535
16:21:08.205,0.020338992,0.43100718,9.7666044
16:21:08.321,0.037088752,0.43818563,9.8048897
16:21:08.438,0.029910283,0.45972106,9.7977114
16:21:08.538,0.056231331,0.3999005,9.82164
16:21:08.671,0.47736812,-0.2533401,9.8718891
16:21:08.795,1.43689,-2.7179475,9.5895357
16:21:08.913,-0.18065812,-2.7179475,11.99193
16:21:09.037,0.20697916,-1.5526428,10.300204
16:21:09.175,-4.8131628,0.13190435,9.4603233
16:21:09.297,2.7337999,-2.8399813,8.8453684
16:21:09.414,10.637293,-2.1652055,10.625628
16:21:09.551,8.9551392,-0.13848461,8.9123669
16:21:09.671,5.9760747,1.9145572,6.3999033
16:21:09.792,4.6002016,3.0870404,8.4242315
16:21:09.921,4.4470611,2.9673991,8.3093758
16:21:10.036,4.0259242,2.7472596,7.9863448
16:21:10.190,6.2679987,2.2854447,7.6250286
16:21:10.321,12.293126,-5.2423754,3.3179476
16:21:10.453,11.108679,1.3570296,14.284254
16:21:10.570,13.252648,0.50039905,6.0385871
16:21:10.711,9.0532446,9.7103729,12.664313
16:21:10.843,-2.3246272,8.389535,5.8495541
16:21:10.976,-0.49651068,0.38793638,-0.22821546
16:21:11.110,-5.5094743,-4.6704907,-3.7767715
16:21:11.239,5.6315079,-4.6920261,2.3608186
16:21:11.377,9.8093767,11.622239,12.468102
16:21:11.494,8.7014999,12.974183,11.752647
16:21:11.611,6.3828545,9.9281206,9.8982096
16:21:11.737,10.759327,19.334307,16.516758
16:21:11.860,22.955544,4.5323052,8.1921272
16:21:11.971,5.7224355,-10.142876,3.6074793
16:21:12.089,-12.628121,-6.1301126,2.1000009
16:21:12.238,-11.43171,-0.47587261,-3.2766714
16:21:12.377,-12.628121,-8.2214394,3.6577284
16:21:12.495,10.570294,-1.5478572,11.400903
16:21:12.621,13.590036,10.933105,4.7775693
16:21:12.739,9.366704,11.119746,7.1440711
16:21:12.879,6.9332037,10.906785,7.3115687
16:21:13.020,17.035702,12.655938,8.2447691
16:21:13.136,9.4241323,3.2617164,3.6625142
16:21:13.271,-6.3780689,0.19411774,0.32213375
16:21:13.400,-8.8761759,3.2449665,-4.3558345
16:21:13.541,-4.3872404,6.4178495,-3.513561
16:21:13.671,-4.4255257,7.9372916,-4.6142592
16:21:13.784,-4.3776689,7.5233335,-4.7195435
16:21:13.921,-4.176672,7.6286178,-4.5185466
16:21:14.057,-3.7818563,8.0593262,-3.9993041
16:21:14.189,-4.3633122,7.5065837,-4.3582273
16:21:14.328,-4.0450668,7.8176508,-4.0878382
16:21:14.468,-4.1024942,7.9468632,-4.0423746
16:21:14.586,-3.9014974,7.8272219,-4.4132624
16:21:14.708,-4.0259242,7.9396849,-4.2361932
16:21:14.831,-3.9086757,8.1981096,-3.8988054
16:21:14.941,-4.0115671,7.8487573,-4.2409792
16:21:15.041,-3.8991046,8.1263247,-4.023232
16:21:15.237,-3.8775692,8.1239319,-4.1285162
16:21:15.353,-4.0522451,7.9851484,-4.3055854
16:21:15.491,-3.8177485,8.1502533,-4.1380877
16:21:15.625,-3.8368912,7.9133635,-4.2361932
16:21:15.746,-3.9445682,8.2675009,-4.0399818
16:21:15.888,-3.8129628,8.1191463,-4.0423746
16:21:16.016,-3.7292142,8.2818584,-3.836592
16:21:16.148,-3.9230328,8.030612,-4.2912283
16:21:16.271,-3.9302113,8.1239319,-4.2098722
16:21:16.406,-3.7818563,8.1478605,-4.1021953
16:21:16.522,-3.662215,8.1239319,-4.1835513
16:21:16.649,-3.7124643,8.1358957,-4.1428733
16:21:16.771,-3.62393,7.918149,-4.3486562
16:21:16.888,-4.1120658,8.0904322,-4.2242293
16:21:16.995,-3.7387853,7.8870425,-4.06391
16:21:17.115,-4.1168513,8.1095753,-3.8318064
16:21:17.253,-3.4875391,8.3010006,-2.9512477
16:21:17.366,-3.9613178,8.7484589,-2.9392836
16:21:17.504,-3.4803605,8.583354,-3.1354949
16:21:17.638,-2.9563324,9.1408815,-2.7478578
16:21:17.740,-3.0065815,9.4495554,-2.4343979
16:21:17.879,-2.9946175,9.0308113,-2.8938198
16:21:18.033,-3.0520453,9.1002035,-2.8196423
16:21:18.140,-2.6213372,9.2318087,-2.8363922
16:21:18.271,-2.7888348,9.1791668,-2.7646074
16:21:18.405,-2.6524439,8.7628155,-3.2096725
16:21:18.523,-2.8223343,9.0140619,-3.1235309
16:21:18.646,-2.5351956,9.1624174,-2.9488549
16:21:18.781,-2.7433712,9.0499544,-2.9775686
16:21:18.901,-2.6476583,9.0068836,-2.9009984
16:21:19.016,-2.5710878,9.0523472,-3.0134611
16:21:19.140,-2.5232315,9.023633,-3.0445678
16:21:19.259,-2.5447669,9.0738821,-2.9919257
16:21:19.384,-2.5854449,8.942277,-2.9775686
16:21:19.521,-2.5686951,9.0020981,-2.9751759
16:21:19.660,-2.4155545,9.023633,-3.0517461
16:21:19.796,-2.6069803,9.176774,-2.8962128
16:21:19.914,-2.4179473,9.0116692,-3.0517461
16:21:20.051,-2.635694,9.0930252,-2.9105697
16:21:20.201,-2.5136602,9.064311,-3.0349965
16:21:20.326,-2.5615165,9.1600246,-2.8866415
16:21:20.447,-2.4705894,9.1432743,-3.0254252
16:21:20.580,-2.4658036,9.0906324,-3.0708888
16:21:20.799,-2.4011974,8.951849,-3.1235309
16:21:20.915,-2.4969103,9.1552382,-2.8962128
16:21:21.038,-2.5830522,9.033205,-2.9057839
16:21:21.182,-2.4514468,9.0810614,-2.8052855
16:21:21.308,-2.5519454,8.9997053,-3.0158539
16:21:21.441,-2.4035904,9.1719885,-2.810071
16:21:21.560,-2.5184457,9.0092764,-3.1570303
16:21:21.682,-2.6213372,9.0355978,-2.9871399
16:21:21.788,-2.705086,9.0906324,-2.810071
16:21:21.921,-2.5064816,9.0930252,-2.9560332
16:21:22.071,-2.5136602,8.9901342,-3.0972097
16:21:22.236,-2.382055,9.1432743,-2.8746774
16:21:22.349,-2.5471597,8.982955,-3.0182467
16:21:22.506,-2.4275186,9.2318087,-2.8555348
16:21:22.621,-2.4610181,9.0164547,-3.0996027
16:21:22.741,-2.3246272,9.0834541,-2.9129624
16:21:22.877,-2.3102703,9.1384888,-2.9488549
16:21:23.011,-2.5734808,9.0834541,-2.9775686
16:21:23.144,-2.5471597,9.1983089,-2.9464619
16:21:23.252,-2.516053,9.0284185,-2.9488549
16:21:23.357,-2.5136602,9.0930252,-3.0637102
16:21:23.495,-2.528017,8.9733839,-3.0254252
16:21:23.616,-2.5136602,9.0906324,-2.8004999
16:21:23.744,-2.4155545,9.0714893,-3.106781
16:21:23.885,-2.6309085,8.9279203,-2.9775686
16:21:23.995,-2.3605196,9.1193466,-2.8842485
16:21:24.197,-2.5878377,9.0499544,-3.1139596
16:21:25.889,-2.6907291,9.2246304,-2.7789643
16:21:25.994,-2.489732,8.9135637,-3.1115668
16:21:26.113,-2.6093731,9.1384888,-2.920141
16:21:26.237,-2.5016961,9.023633,-3.0732815
16:21:26.353,-2.4227328,9.1552382,-2.7622147
16:21:26.471,-2.516053,9.0571327,-3.1402807
16:21:26.598,-2.4634109,9.0595255,-3.0469606
16:21:26.736,-2.5758736,8.9733839,-3.1666017
16:21:26.854,-2.5591238,9.0906324,-3.027818
16:21:26.982,-2.1954148,9.3825569,-2.3745773
16:21:27.109,-1.3555341,9.5739822,-1.6136597
16:21:27.298,0.49172506,9.4926262,-2.5492535
16:21:27.409,-0.66161543,9.5141621,-2.810071
16:21:27.521,-0.65682983,9.392128,-2.7000012
16:21:27.643,-0.51804608,9.3825569,-2.7741787
16:21:27.777,-0.82911307,9.5261259,-2.7526433
16:21:27.931,-0.67118675,9.329915,-2.7789643
16:21:28.071,-0.99421781,9.320343,-2.9009984
16:21:28.221,-0.79082787,9.535697,-2.7957141
16:21:28.344,-0.88175517,9.279665,-2.9560332
16:21:28.466,-0.90807617,9.4280205,-2.8722844
16:21:28.661,-0.86261255,9.4208422,-2.9153552
16:21:28.794,-0.7932207,9.4543409,-2.8770702
16:21:28.921,-0.8147561,9.392128,-2.9057839
16:21:29.041,-1.3770695,8.1263247,-3.6092739
16:21:29.151,-5.5142598,-0.22941187,0.44177487
16:21:29.275,0.92004031,6.1570315,7.3307114
16:21:29.406,2.4729822,11.440384,11.594721
16:21:29.522,3.6071801,6.0182481,10.072886
16:21:29.661,2.085345,3.8072798,11.697613
16:21:29.794,2.961118,1.9695921,10.812268
16:21:29.913,3.2338998,0.69661051,9.3191471
16:21:30.046,4.9040899,0.44297129,9.7929258
16:21:30.171,1.5541383,0.48843491,11.082657
16:21:30.294,2.4777679,-0.66011995,10.04178
16:21:30.413,3.879962,-1.2272189,8.3141613
16:21:30.537,3.4301112,-0.13848461,9.0344009
16:21:30.678,3.4205399,0.08644072,9.2928257
16:21:30.802,3.6861434,0.10319047,9.1444712
16:21:30.940,3.6813576,-0.030807592,9.187542
16:21:31.066,3.3176486,-0.028414769,9.2856474
16:21:31.195,3.3774691,-0.045164529,9.2018986
16:21:31.321,3.4995031,0.045762733,9.1468639
16:21:31.448,3.473182,-0.028414769,9.0224371
16:21:31.571,3.5210385,0.0098703932,9.0583296
16:21:31.707,3.4683964,-0.071485579,9.1253281
16:21:31.841,3.4636109,-0.1265205,9.1396856
16:21:31.943,3.5162528,-0.12173485,9.2928257
16:21:32.096,3.473182,-0.13369897,9.0774717
16:21:32.247,3.5473595,-0.033200413,9.331111
16:22:40.845,0.010767702,0.44775695,9.8024969
16:22:40.971,-0.0035892338,0.41665024,9.780962
16:22:41.115,-0.0035892338,0.44297129,9.8024969
16:22:41.242,-0.010767702,0.43340001,9.7929258
16:22:41.379,-0.0035892338,0.39511484,9.8024969
16:22:41.521,-0.0011964113,0.44536412,9.780962
16:22:41.640,-0.022731815,0.43818563,9.8240328
16:22:41.780,-0.0035892338,0.44057846,9.7905331
16:22:41.897,-0.013160525,0.44297129,9.7929258
16:22:42.040,0.0083748791,0.43340001,9.7977114
16:22:42.156,0.010767702,0.4549354,9.7977114
16:22:42.356,0.0011964113,0.44536412,9.7881403
16:22:42.490,-0.0083748791,0.43579283,9.8001041
16:22:42.623,-0.013160525,0.44297129,9.7977114
16:22:42.734,-0.0035892338,0.42622152,9.7977114
16:22:42.857,0.0035892338,0.44536412,9.8072824
16:22:42.979,-0.010767702,0.44536412,9.7977114
16:22:43.099,-0.0011964113,0.43100718,9.8096752
16:22:43.271,0.0083748791,0.44297129,9.7881403
16:22:43.403,0.0083748791,0.43579283,9.7905331
16:22:43.521,0.0059820567,0.42861435,9.7833548
16:22:43.660,-0.0035892338,0.43579283,9.8072824
16:22:43.777,-0.0011964113,0.44775695,9.8024969
16:22:43.899,-0.0011964113,0.41665024,9.7905331
16:22:44.019,0.0011964113,0.43818563,9.8048897
16:22:44.144,-0.0011964113,0.44536412,9.8024969
16:22:44.278,0.039481573,0.52432728,9.6565351
16:22:44.400,0.020338992,0.36879379,9.7977114
16:22:44.522,0.0011964113,0.43579283,9.7642117
16:22:44.645,-0.022731815,0.46929234,9.8264256
16:22:44.783,0.0059820567,0.41186461,9.7737827
16:22:44.901,0.010767702,0.46450669,9.8024969
16:22:45.024,-0.0083748791,0.42143589,9.7977114
16:22:45.149,0.0011964113,0.43579283,9.8048897
16:22:45.277,-0.0083748791,0.42622152,9.7881403
16:22:45.401,0.0035892338,0.44057846,9.8048897
16:22:45.523,-0.0011964113,0.45254257,9.7977114
16:22:45.662,0.0011964113,0.41665024,9.8001041
16:22:45.795,-0.0083748791,0.45014977,9.7977114
16:22:45.912,-0.013160525,0.44057846,9.7977114
16:22:46.050,-0.0059820567,0.42382872,9.8001041
16:22:46.190,-0.0035892338,0.42861435,9.8024969
16:22:46.317,-0.0083748791,0.43579283,9.7905331
16:22:46.460,-0.0059820567,0.42861435,9.7929258
16:22:46.584,-0.013160525,0.43818563,9.7953186
16:22:46.721,0.0035892338,0.43818563,9.8024969
16:22:46.837,0.0059820567,0.44057846,9.8144608
16:22:46.953,0.0035892338,0.44057846,9.780962
16:22:47.076,0.0011964113,0.44536412,9.8048897
16:22:47.204,-0.0083748791,0.42861435,9.7881403
16:22:47.326,0.0035892338,0.43340001,9.7881403
16:22:47.451,-0.0035892338,0.43579283,9.7977114
16:22:47.590,-0.013160525,0.42622152,9.8024969
16:22:48.474,-0.0035892338,0.44057846,9.7977114
16:22:48.626,0.0011964113,0.42622152,9.7977114
16:22:48.731,0.0035892338,0.43100718,9.8096752
16:22:48.846,-0.0035892338,0.42382872,9.812068
16:22:48.964,-0.0035892338,0.44057846,9.8048897
16:22:49.087,-0.013160525,0.42143589,9.7977114
16:22:49.246,-0.0083748791,0.45014977,9.8048897
16:22:49.392,-0.0035892338,0.41425741,9.7953186
16:22:49.499,0.0059820567,0.42861435,9.7857475
16:22:49.614,-0.0011964113,0.42861435,9.7953186
16:22:49.742,0.0083748791,0.43100718,9.812068
16:22:49.853,0.0035892338,0.43818563,9.7857475
16:22:49.975,0.0011964113,0.44297129,9.8048897
16:22:50.098,0.0011964113,0.42861435,9.7977114
16:22:50.253,-0.010767702,0.43100718,9.8001041
16:22:50.376,0.0011964113,0.43579283,9.7881403
16:22:50.502,0.0035892338,0.43340001,9.7905331
16:22:50.632,0.0035892338,0.44297129,9.7905331
16:22:50.754,-0.010767702,0.42382872,9.8024969
16:22:50.878,-0.0059820567,0.42622152,9.7929258
16:22:51.050,0.0035892338,0.43100718,9.8048897
16:22:51.170,-0.0035892338,0.43340001,9.7929258
16:22:51.303,-0.0059820567,0.44057846,9.7881403
16:22:51.426,-0.0083748791,0.44536412,9.8048897
16:22:51.556,-0.0035892338,0.43818563,9.8096752
16:22:51.690,0.0011964113,0.42382872,9.7881403
16:22:51.789,-0.0035892338,0.42382872,9.7977114
16:22:51.941,-0.0011964113,0.44297129,9.8096752
16:22:52.065,-0.0059820567,0.44775695,9.7929258
16:22:52.171,0.0083748791,0.42382872,9.7953186
16:22:52.199,0.0083748791,0.44297129,9.7977114
16:22:52.277,-0.0083748791,0.43340001,9.7977114
16:22:52.322,0.0059820567,0.43100718,9.7857475
16:22:52.411,-0.013160525,0.41904306,9.7929258
16:22:52.433,-0.0011964113,0.43100718,9.7929258
16:22:52.533,-0.0035892338,0.42861435,9.8001041
16:22:52.545,-0.0035892338,0.44536412,9.8024969
16:22:52.644,0.0011964113,0.42382872,9.7953186
16:22:52.680,-0.015553347,0.43579283,9.8096752
16:22:52.752,0.0083748791,0.42861435,9.8072824
16:22:52.810,0.0083748791,0.43100718,9.7905331
16:22:52.878,-0.0035892338,0.42382872,9.7977114
16:22:52.922,-0.0035892338,0.42143589,9.7977114
16:22:53.000,-0.0011964113,0.43100718,9.7953186
16:22:53.034,-0.0035892338,0.44297129,9.7929258
16:22:53.139,0.010767702,0.44057846,9.7929258
